User,Tweet
Obama,Reminder: It's the Senate's job to fairly consider Supreme Court nominees. #DoYourJobpic.twitter.com/xrkYcRsLNw
Obama,Today thousands of young DREAMers are able to fully contribute to our communities and our economy.pic.twitter.com/szjWDVYm9X
Obama,Judge Garland deserves a fair hearing and an up-or-down vote. Add your voice and show your support: http://ofa.bo/2aOCXX3  #DoYourJob
Obama,It’s not too late. Senate leaders can still make this right and give Judge Garland an up-or-down vote.pic.twitter.com/ysc4UvluR0
Obama,Editorial boards around the country agree: Our judicial system is too important to be used as a political football. http://ofa.bo/2aUto4q 
Obama,There's no doubt that America has become a global leader in the fight against climate change. —President Obamahttp://ofa.bo/2bdVxaK 
Obama,In the weekly address President Obama discusses progress made in combating climate change—and what's left to do. http://ofa.bo/2bdVxaK 
Obama,Let's be clear: Senate leaders are playing political games with the Supreme Court. #DoYourJobpic.twitter.com/EpPURJ3Dwa
Obama,The Clean Power Plan will improve the future health and well-being of our children and families. #ActOnClimatepic.twitter.com/Kw09SczeRv
Obama,Not long ago women could be charged more for health insurance—for being women. There's more to do: http://ofa.bo/2bbL4wx  #StandWithWomen
Obama,Equality isn't a zero-sum game.pic.twitter.com/Gj2V95WzPO
Obama,Five months is long enough. It's time for a fair hearing and an up-or-down vote.pic.twitter.com/PyMjLh8UJ8
Obama,Senate leaders continue to obstruct a full Supreme Court and it must stop—add your name if you agree: http://ofa.bo/2b9zJNr  #DoYourJob
Obama,Read what major news outlets are saying about the critical need for a fully functioning Supreme Court: http://ofa.bo/2aKonLZ 
Obama,20 million more insured 15 million new jobs A global climate agreement Let's keep it going:http://ofa.bo/2b1PiW6 
Obama,Don't let misinformation go unchallenged. Join the @OFA Truth Team and get the facts to fight back: http://ofa.bo/2b1I5oR 
Obama,Being cynical is easy. It's having hope in the face of adversity that's hard—but essential.pic.twitter.com/60rtFlFjWp
Obama,Grab one of these for all your progressive organizing travels. http://ofa.bo/2b6Wr8X pic.twitter.com/UlT5Wszne5
Obama,Don't let the cynics win. Keep pushing for change with @OFA. http://ofa.bo/2aBnl9u 
Obama,We've accomplished so much as a movement—and it's thanks to the power of organizing.pic.twitter.com/9VIhARMNvL
Obama,Judge Garland has now waited 146 days. That's shameful—and irresponsible. #DoYourJobpic.twitter.com/JaP7YUQyOV
Obama,Senate leaders are hamstringing our Supreme Court. This obstruction is unprecedented—and unacceptable: http://ofa.bo/2b4cPXL  #DoYourJob
Obama,Editorial boards from across the country have called on Senate leaders to fill the Supreme Court vacancy. http://ofa.bo/2axXIq3 
Obama,President Obama has done more to improve energy efficiency than any previous U.S. leader. http://ofa.bo/2b1FGfp  #ActOnClimate
Obama,Adding clean energy jobs is another way the U.S. is continuing to #ActOnClimate.pic.twitter.com/EbM6XUrDRW
Obama,Show your support for bold action to fight climate change. http://ofa.bo/2b1kV3k  #ActOnClimate
Obama,Americans across the country agree that we need bold action in the fight against climate change. #ActOnClimatepic.twitter.com/znuajZ6CmE
Obama,These extreme records aren't a fluke—climate change is largely caused by human activity. http://ofa.bo/2azFXCj  #ActOnClimate
Obama,Team USA reminds the world why America always sets the gold standard. —President Obamahttp://ofa.bo/2auHwRO 
Obama,President Obama reflects on his experience as a feminist—and his hopes to continue building toward gender equality.http://ofa.bo/2aB6Lrl 
Obama,Today's jobs report underscores what we know to be true: America's economy is the strongest in the world.pic.twitter.com/iXJjuWeOB6
Obama,This is a good thing for American workers and businesses—but there's more work to do.pic.twitter.com/QGb6k0pwPr
Obama,Our economy is continuing its comeback. Let's keep up the progress.pic.twitter.com/qUPGBzkqQ5
Obama,The economy added 255000 jobs in July—a record-breaking 77 months of private-sector job growth.
Obama,It’s President Obama’s last birthday in office—​d​on’t forget to sign ​the card. http://ofa.bo/2ayv2hY 
Obama,Keep that smile going strong. Wish President Obama a happy 55th birthday today: http://ofa.bo/2aycNcd pic.twitter.com/G2qXz14MS1
Obama,Make President Obama's last birthday in office extra special. Sign the card: http://ofa.bo/2aTo9WO  #TBTpic.twitter.com/eEqqEJ114i
Obama,The Clean Power Plan is one of the biggest steps forward in the fight to #ActOnClimate.pic.twitter.com/UBXPe98NUF
Obama,One last birthday as Organizer-in-Chief. Help make it a good one—sign the card now: http://ofa.bo/2axr4Gg pic.twitter.com/5CDfypnatQ
Obama,Birthday game: stronger. Wish President Obama a happy 55th. http://ofa.bo/2aV0WSg pic.twitter.com/fs6mKxiGAf
Obama,From the Clean Power Plan to the Paris Climate Agreement the U.S. is leading the way in the fight to #ActOnClimate.pic.twitter.com/aBMaZdrgGB
Obama,Don't sleep on this—the President's birthday is tomorrow. Sign the card now: http://ofa.bo/2aJj9lT pic.twitter.com/gnVYxrg3Xx
Obama,Today is the one-year anniversary of the Clean Power Plan—show your support in the fight to #ActOnClimate. http://ofa.bo/2av5KRJ 
Obama,The Clean Power Plan will cut carbon pollution from power plants by 32 percent by 2030. #ActOnClimatepic.twitter.com/UDp2Ti5ji1
Obama,Show President Obama some love on his 55th birthday—sign the birthday card. http://ofa.bo/2almPI6 pic.twitter.com/Bxl1FsOVFd
Obama,Step 1: Sign President Obama's birthday card. Step 2: Celebrate. http://ofa.bo/2asC8nW pic.twitter.com/9tW6bxDIiT
Obama,Senate leaders are weakening our highest court by refusing to vote on Judge Garland. http://ofa.bo/2ajlr8N  #DoYourJob
Obama,It has been a record-breaking 139 days since Judge Garland was nominated and still no hearing or vote. #DoYourJobpic.twitter.com/IX6RxQ300I
Obama,Supreme Court seats: 9 Current number of Justices: 8 Number of hearings/votes on President Obama's nominee: 0 http://ofa.bo/2aPJMW1 
Obama,44 is turning 55. Celebrate—sign the card. http://ofa.bo/2arQcOz 
Obama,Judge Garland should get a fair hearing and an up-or-down vote from the Senate. Speak out. http://ofa.bo/2aDY78a  #DoYourJob
Obama,The Supreme Court still needs a ninth justice but Senate leaders are still refusing to do their jobs. #DoYourJobpic.twitter.com/HmgNHkz7e8
Obama,55? May be time for some new material. Join @OFA in wishing President Obama happy birthday. http://ofa.bo/2aM22Qh pic.twitter.com/43jKdxP6Ys
Obama,Keep up with the issues that matter to you. Spread the facts. Join the @OFA Truth Team. http://ofa.bo/2aoWONT pic.twitter.com/SDHeeVPnlR
Obama,We all have to do our job. The President has done his. Senate Republicans must do theirs. — @VP Biden http://ofa.bo/2akk9jJ  #DoYourJob
Obama,Sign the card and wish President Obama a happy birthday. http://ofa.bo/2azUsdv pic.twitter.com/0dkapeIOjR
Obama,In the weekly address retired Federal Judge Timothy Lewis joins @VP Biden to discuss the #SCOTUS vacancy.http://ofa.bo/2akk9jJ 
Obama,Before their obstruction of President Obama's nominee these six senators voted to confirm Judge Garland.pic.twitter.com/xiGIdD2Ask
Obama,Add your name if you think the Supreme Court is no place for partisan political games: http://ofa.bo/2auVlDO  #DoYourJob
Obama,It's been a record-breaking 135 days since President Obama nominated Judge Garland. The obstruction must end.pic.twitter.com/0P8jRkYUCq
Obama,Help President Obama celebrate his 55th birthday by signing @OFA's card today: http://ofa.bo/2aDOcz5 pic.twitter.com/RZuTbsfesr
Obama,Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: http://ofa.bo/2afsLYI 
Obama,Wildfire seasons are getting longer more dangerous and more expensive. We need to do more to #ActOnClimate.http://ofa.bo/2au2V07 
Obama,Fighting for progress never goes out of style. Get your @OFA Classic Tee: http://ofa.bo/2aqxWDx pic.twitter.com/UsSmzlKW4z
Obama,It's time to offer serious solutions on how to build on #Obamacare's progress—not take it away.pic.twitter.com/rw69A5Jybh
Obama,We've made a lot of progress but there's still more work to do.pic.twitter.com/CjniZ7ZTTn
Obama,Thanks to #Obamacare millions of Americans have gained the coverage they need. Say you're proud. http://ofa.bo/2aqDjBj 
Obama,Six years later and Republican leaders still have no credible #Obamacare alternative.pic.twitter.com/Y6yMqo4bEe
Obama,It's the mark of the movement—wear it proud. Get yours today: http://ofa.bo/2auZdmy pic.twitter.com/WkXpfoMdMm
Obama,Judge Garland is a well qualified nominee. Senate leaders' refusal to even give him a hearing is unacceptable.pic.twitter.com/So0px3M6pr
Obama,Let's be clear: #Obamacare is working and helping millions of Americans.pic.twitter.com/OVZqdsjkOn
Obama,97 percent of climate scientists agree—climate change is real and man-made. Stand up for bold action: http://ofa.bo/2a8V4rM  #ActOnClimate
Obama,It's easy to be cynical but there's no challenge we can't overcome. #ActOnClimatepic.twitter.com/OeUW6YqvLc
Obama,Add your name if you think we need common-sense legislation to prevent gun violence. http://ofa.bo/2a6PwhE  #DisarmHate
Obama,Actively ignoring this epidemic is unacceptable. Congress has to act. #DisarmHatepic.twitter.com/n46r7RDnQI
Obama,Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy. http://ofa.bo/2a6q4IP 
Obama,Restoring the Supreme Court to full strength must remain above Senate leaders' petty politics. #DoYourJobpic.twitter.com/H5EWm5gQug
Obama,The federal minimum wage hasn't been raised since 2009. $7.25 isn't enough to make ends meet—we need to #RaiseTheWage.
Obama,Our economy is stronger today than it was before the crisis. —President Obamahttp://ofa.bo/2a8qop4 
Obama,In the weekly address @SenWarren joins President Obama to discuss economic progress and Wall Street reform. http://ofa.bo/2a8qop4 
Obama,Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy: http://ofa.bo/2aek4uj 
Obama,A reminder for Senate leaders: Judge Garland has had strong bipartisan support in the past. #DoYourJobpic.twitter.com/dFjboU0TYX
Obama,Ida is one of the millions of people getting new opportunities to go solar and save money. Find out more:http://ofa.bo/2a2SyBT 
Obama,Our economy is making real progress.pic.twitter.com/xBgqyYEoG0
Obama,By almost every economic measure our economy is better off than it was eight years ago.pic.twitter.com/iWSkzgSIkG
Obama,America’s businesses have created more than 14 million new private-sector jobs over 76 straight months.pic.twitter.com/e4a5X2bv0j
Obama,For three years in a row heat records have been broken across the globe. We have to #ActOnClimate now.http://ofa.bo/29VhPcv 
Obama,Make your voice heard: The Senate must fill the vacancy on the Supreme Court. http://ofa.bo/b6Ix  #DoYourJob
Obama,Today marks 125 days since Judge Garland's nomination—the longest time in history from nomination to confirmation.pic.twitter.com/9qff6NdrmR
Obama,Editorial boards across the country are calling on Senate leaders to fill the Supreme Court vacancy. Read more: http://ofa.bo/ugu 
Obama,The majority of Americans believe Judge Garland should get a fair hearing—add your name if you agree. http://ofa.bo/vj3  #DoYourJob
Obama,Read President Obama's op-ed in the @WSJ on the need for Senate leaders to fill the #SCOTUS vacancy: http://ofa.bo/jAPj  #DoYourJob
Obama,Happening now: President Obama is delivering a statement on the shooting in Baton Rouge. http://ofa.bo/z0ir 
Obama,Happening now: President Obama is delivering remarks at the Diplomatic Corps Reception.http://ofa.bo/jAPb 
Obama,Tonight: President Obama joins a town hall discussion on communities and policing. Watch at 8 p.m. ET on @ABC: http://ofa.bo/b6IY 
Obama,Stay in touch with the latest news—join the @OFA Truth Team: http://ofa.bo/b6IX pic.twitter.com/4JlimjSOUx
Obama,Check out @VP Biden on the Supreme Court vacancy and Senate Republicans’ continued obstruction. http://ofa.bo/iATs  #DoYourJob
Obama,Watch President Obama deliver remarks at the #DallasMemorial service yesterday.http://www.snappytv.com/tc/2352062 
Obama,President Obama is delivering remarks at an interfaith memorial service for the fallen police officers in Dallas. http://ofa.bo/c6Bk 
Obama,At 1:40 p.m. ET President Obama will be speaking at a memorial service for the fallen police officers in Dallas. http://ofa.bo/b6HH 
Obama,Happy Fourth of July.pic.twitter.com/AQHiti7Yye
Obama,Just imagine the peace and justice that would be possible in our world if we all lived a little more like Elie Wiesel. —President Obama
Obama,Watch President Obama share a #FourthOfJuly message in the weekly address.http://ofa.bo/gALg 
Obama,Millions of Americans believe the Senate should hold a fair hearing for Judge Garland. Are you one of them? http://ofa.bo/hATh 
Obama,Nationwide editorial boards agree that Senate leaders should get to work and hold a fair hearing for Judge Garland. http://ofa.bo/ydZ 
Obama,Chicago raising its minimum wage is another reminder: Congress needs to keep up and #RaiseTheWage for hard-working Americans nationwide.
Obama,Congrats to Chicago and all those who fought to #RaiseTheWage. Boosting paychecks for hard-working Americans is the right thing to do.
Obama,Don't let the facts get drowned out. Join the OFA Truth Team today: http://ofa.bo/jAII pic.twitter.com/SN8HUXw2H4
Obama,Since #Obamacare passed health care spending has been slowing—and the uninsured rate is down to an all-time low.http://ofa.bo/xbU 
Obama,Quick—you're running out of time to chip in before the fundraising deadline. http://ofa.bo/gALD pic.twitter.com/JM9WbRIBFZ
Obama,We can do more than thoughts prayers and moments of silence. Add your voice to call on Congress to #DisarmHate. http://ofa.bo/d674 
Obama,Stretch it out and get ready—the fundraising deadline is tonight. http://ofa.bo/gAL8 pic.twitter.com/rwNuTtdgKA
Obama,An overwhelming majority of Americans agree—Congress needs to act. #DisarmHatepic.twitter.com/JuVv8MrEaO
Obama,Reach out and help build this movement—pitch in: http://ofa.bo/c65q pic.twitter.com/k6jketWz1r
Obama,After Monday's #SCOTUS ruling more unconstitutional restrictions on women's reproductive rights are falling.http://ofa.bo/b6BL 
Obama,Add your name if you agree: Climate change is real and it's going to take global action to tackle it. http://ofa.bo/uav  #ActOnClimate
Obama,A new historic goal in the fight to #ActOnClimate.pic.twitter.com/sAu2fHdxAb
Obama,Speak up and demand that Congress act on gun violence prevention: http://ofa.bo/hASf  #DisarmHate
Obama,Enough has been enough for a long time. Congress needs to vote on sensible gun legislation now. #DisarmHatepic.twitter.com/twRQQnTBvK
Obama,Congratulations to D.C. and thanks to Mayor Bowser and the D.C. Council for fighting to #RaiseTheWage.https://twitter.com/MayorBowser/status/747570324598824960 …
Obama,She outworked her rivals ... and became a role model to millions of Americans—including our two daughters. —President Obama on Pat Summitt
Obama,You don't need super powers to help push progress forward. Chip in today: http://ofa.bo/xaw pic.twitter.com/iHbjSMt3Ug
Obama,Today's #SCOTUS ruling reaffirms that every woman has a right to make her own reproductive choices.pic.twitter.com/uvgc9MgX3e
Obama,Say you'll keep fighting to protect a woman's right to make her own reproductive choices. http://ofa.bo/fAKS 
Obama,The Supreme Court just struck down Texas' overly restrictive abortion laws—a win for women's reproductive rights.http://ofa.bo/d65w 
Obama,Love only wins when people like you stand up and fight for it. Are you in? http://ofa.bo/hAS8  #LoveIsLove
Obama,We must keep working toward an America free from discrimination against LGBT individuals. #LoveIsLovepic.twitter.com/YxdiL21fIl
Obama,President Obama designates the first national monument honoring the LGBT rights movement. http://ofa.bo/hAS6  #LoveIsLove
Obama,Wear your love with pride. http://ofa.bo/fAKI  #LoveIsLovepic.twitter.com/efRPdSb0dk
Obama,We can’t rest. We’ve got to keep pushing for equality and acceptance and tolerance. —President Obamahttp://ofa.bo/d65e 
Obama,Marriage equality is one year old. But we still have a long way to go for full equality. #LoveIsLovepic.twitter.com/nwM1XFHKzG
Obama,Stand in solidarity with LGBT Americans—add your name. http://ofa.bo/ycK  #LoveIsLove
Obama,We've made enormous progress toward full equality for LGBT Americans. Let's keep it going. #LoveIsLovepic.twitter.com/x4mTOKQSiP
Obama,In the weekly address President Obama discusses the Stonewall Inn's significance and the ongoing push for progress:http://ofa.bo/e64s 
Obama,Take a look: @VP Biden discusses what 4-4 decisions—like yesterday's on immigration—mean for our country.https://amp.twimg.com/v/2fa50a48-ce91-4811-8f56-5dd3b78bc8a1 …
Obama,From gun violence prevention to LGBT rights this grassroots movement is fighting for progress. Show your support:http://ofa.bo/iAKz 
Obama,Stonewall will be our first national monument to tell the story of the struggle for LGBT rights. —President Obamahttp://ofa.bo/uaC 
Obama,A few words used by leading legal minds to describe Judge Garland: Phenomenal Exceptionally bright Fair-mindedpic.twitter.com/BqmzlabZlZ
Obama,Think the Senate should give Judge Garland a fair hearing? Add your voice: http://ofa.bo/ua9  #DoYourJob
Obama,Because Senate leaders refuse to do their jobs the Supreme Court cannot properly do its job. #DoYourJobpic.twitter.com/DvqUdLN2pA
Obama,Speak up and demand that Congress act on gun violence prevention: http://ofa.bo/ycA  #DisarmHate
Obama,Congress: Listen to the millions of voices demanding a vote on efforts to reduce gun violence. #DisarmHatepic.twitter.com/X2uYxbJSs0
Obama,Our immigration system is broken and we need Congress for a long-term solution—speak up for #ImmigrationAction: http://ofa.bo/z0bZ 
Obama,LIVE: President Obama is speaking about today's Supreme Court immigration ruling. http://ofa.bo/gAK1  #ImmigrationAction
Obama,We need more than moments of silence. We need action. And that's what's going on in the House now: http://ofa.bo/yc8  #NoBillNoBreak
Obama,The kind of obstruction we're seeing from Senate leaders is unprecedented. #DoYourJobpic.twitter.com/W4TbswBwvS
Obama,If you're one of the millions of Americans who believes Judge Garland should get a fair hearing add your voice: http://ofa.bo/xa6 
Obama,Judge Merrick Garland just received the American Bar Association's highest rating:http://ofa.bo/c64P 
Obama,Say you support decisive action to tackle climate change. http://ofa.bo/vb1  #ActOnClimate
Obama,Clean energy is here to stay.http://ofa.bo/a697 
Obama,There's something sacred about this place. —President Obama on Yosemite National Parkhttp://www.snappytv.com/tc/2198687 
Obama,Staying informed is too important leave to chance. Join the @OFA Truth Team today: http://ofa.bo/b69l pic.twitter.com/6FQZXGLTHA
Obama,Join @vj44 on a conference call to discuss efforts we can take to help reduce gun violence.http://ofa.bo/ybX 
Obama,Take a look at President Obama's interview with @NatGeo on national parks climate change and more.http://ofa.bo/vam 
Obama,To me fatherhood means being there. —President Obamahttp://ofa.bo/e63s 
Obama,Happy Father's Day to all the dads out there.pic.twitter.com/okqSRnQk6n
Obama,In the weekly address the President talks about setting examples for children in light of tragedies like Orlando.http://ofa.bo/fAJO 
Obama,President Obama has taken unprecedented steps to protect our land and water for future generations.pic.twitter.com/D5PNr4itC5
Obama,This week people all over the world came together to stand with the LGBT community—take a look:http://ofa.bo/jAG1 
Obama,#OrlandoUnitedpic.twitter.com/ixCxMZzGH2
Obama,Minds open. Hearts change. America shifts. —President Obama #Pride2016http://www.snappytv.com/tc/2118901 
Obama,Today #LoveIsLove in all 50 states. But millions of Americans are still fighting to end discrimination—join them: http://ofa.bo/uZC 
Obama,This is how you Slow Jam the News: http://ofa.bo/e63N  #POTUSonFallon
Obama,Watch President Obama Slow Jam the News on @FallonTonight at 11:35 p.m. ET. #POTUSonFallonpic.twitter.com/RuwpGwbTSA
Obama,Be proud of how far we've come—and continue to push for progress. #LoveIsLovepic.twitter.com/ApzHdiiO14
Obama,Senate leaders' refusal to give Judge Garland a fair hearing is pure politics. #DoYourJobpic.twitter.com/8rzLIBigzM
Obama,Your support for a fair hearing and timely up-or-down vote to fill the vacancy on the Supreme Court matters: http://ofa.bo/yaS 
Obama,"Senate leaders' politicization of the Supreme Court is ""unconscionable."" http://ofa.bo/xYB  #DoYourJob"
Obama,Love looks good on you. Wear it with pride: http://ofa.bo/fAHy  #LoveIsLovepic.twitter.com/g5WjqYQvHq
Obama,This month and every month. #LoveIsLovepic.twitter.com/L3kRhhRxA4
Obama,Unemployment rate Federal deficit Uninsured rate pic.twitter.com/SGZTb0ZBf3
Obama,Watch as President Obama tackles four common myths about our economy.http://www.snappytv.com/tc/2061998 
Obama,Former Energy Secretary @GovRichardson: Why the #TPP will make a difference in fighting climate change.http://ofa.bo/d62l 
Obama,We pray that the greatest fighter of them all finally rests in peace. —President Obama #RIPMuhammadAli
Obama,The Supreme Court shouldn't be part of partisan political games. Add your name if you agree: http://ofa.bo/jAE0 
Obama,It's time for Senate leaders to end the obstruction of our Supreme Court. #DoYourJobpic.twitter.com/oKSLU2ADQi
Obama,Make sure you have all the facts—sign up to be part of the @OFA Truth Team. http://ofa.bo/fAH1 pic.twitter.com/FrHVjmzd62
Obama,This is the largest annual global increase in renewable power capacity—ever: http://ofa.bo/jADK  #ActOnClimate
Obama,Watch: This is why people across the country have decided to #WearOrange today.https://amp.twimg.com/v/43b27caf-3516-43d6-9a0e-93c956048e13 …
Obama,Gun violence takes too many lives in our country. Congress must do something about it—add your name if you agree: http://ofa.bo/wZa 
Obama,This National Gun Violence Awareness Day keep the pressure on Congress to act. #WearOrangepic.twitter.com/VplJtSGMaU
Obama,The noise around gun violence is loud. But we can be louder. #WearOrangepic.twitter.com/lYA8JEFhvg
Obama,Join the thousands of people calling on Congress to do something about gun violence—add your name: http://ofa.bo/yYs  #WearOrange
Obama,Gun violence takes far too many lives in America. Congress needs to act. #WearOrangepic.twitter.com/TYqb1fklcu
Obama,LAST CHANCE: Keep calm and enter before the midnight deadline. http://ofa.bo/a65f pic.twitter.com/RJxiN938k8
Obama,Speak out against gun violence— #WearOrange tomorrow. https://amp.twimg.com/v/43b27caf-3516-43d6-9a0e-93c956048e13 …
Obama,Don't miss your chance to meet President Obama this summer. Enter before tonight's deadline: http://ofa.bo/wZ4 
Obama,This is progress—but there's still more work to do to make sure our economy works for everybody.pic.twitter.com/Gm8wvx0Gan
Obama,LIVE: President Obama is speaking in Elkhart Indiana highlighting America's economic progress. http://ofa.bo/iAGR 
Obama,Tune in at 3:25 p.m. ET to watch President Obama speak in Elkhart Indiana—seven years after his first visit. http://ofa.bo/iAGQ 
Obama,Make the choice to do some good in the world. Watch Judge Garland speak to high school seniors at his alma mater:http://ofa.bo/iAGP 
Obama,You don't want to miss out on this opportunity—enter now before tonight's deadline. http://ofa.bo/d61P pic.twitter.com/VpuEcqR86Z
Obama,Suit up—enter for a chance to meet President Obama before the deadline. http://ofa.bo/xWe pic.twitter.com/I79QxFVYGF
Obama,The Supreme Court shouldn't be part of partisan political games. Add your name if you agree: http://ofa.bo/iAFx 
Obama,Because some Senate leaders won't do their jobs the Supreme Court can't fully do its job. #DoYourJobpic.twitter.com/gxXi7wCfg0
Obama,Share a laugh with President Obama—enter now for your chance. http://ofa.bo/gAF8 pic.twitter.com/JkBo1fVrJ0
Obama,Today and every day let us remember the servicemen and women we have lost. —President Obamapic.twitter.com/x1lQbyFr2M
Obama,This Memorial weekend I hope you’ll join me in acts of remembrance. —President Obamahttp://ofa.bo/yY1 
Obama,A new survey shows that the overwhelming majority of #Obamacare customers are satisfied with their plans: http://ofa.bo/gAF2 
Obama,Join the @OFA Truth Team and help set the record straight on issues you care about: http://ofa.bo/c5zm pic.twitter.com/aCEFVLB0ko
Obama,Enter now for the chance to get some pointers from the Commander-in-Chief. http://ofa.bo/e5zg pic.twitter.com/XODRtQS0UI
Obama,Stand up for a fair hearing and timely up-or-down vote for Judge Merrick Garland: http://ofa.bo/yXs 
Obama,Judge Garland: Independent mind ✓ Highly qualified ✓ Has had bipartisan support ✓ Senate leaders: #DoYourJobhttps://amp.twimg.com/v/1ef21d28-e40a-4a92-b998-64b42041bfd7 …
Obama,Tell your friends you fist bumped President Obama—enter now for your chance. http://ofa.bo/fAEq pic.twitter.com/zJEelmeIe6
Obama,Senate leaders' obstruction of our Supreme Court is completely unprecedented. #DoYourJobpic.twitter.com/PvubG4dFnd
Obama,Senate leaders need to stop obstructing our Supreme Court—add your name if you agree: http://ofa.bo/gAEO  #DoYourJob
Obama,Judge Garland was confirmed with bipartisan support in the past. He deserves a fair hearing. #DoYourJobpic.twitter.com/TTcIByTScg
Obama,Get some face time with President Obama. Enter now for your chance to meet him: http://ofa.bo/a63a pic.twitter.com/wqfAHCk5tN
Obama,If you think Senate leaders should do their jobs and fill the #SCOTUS vacancy add your name now: http://ofa.bo/gADc 
Obama,Don't pass this up—enter now: http://ofa.bo/iAEW pic.twitter.com/OgOyee6i4i
Obama,People want Senate to act on Supreme Court vacancy. See what editorial boards are saying: http://ofa.bo/fADi  #DoYourJob
Obama,Ever wished you could meet President Obama? Here's your chance. http://ofa.bo/jAA4 pic.twitter.com/AeFMTtBdf9
Obama,Judge Garland has one of the most impressive resumes of any Supreme Court nominee in recent history.https://amp.twimg.com/v/1ef21d28-e40a-4a92-b998-64b42041bfd7 …
Obama,You don't want to miss out on this chance. Enter today: http://ofa.bo/hAKV pic.twitter.com/PJoHc0lIGF
Obama,Editorial boards to senators: #DoYourJob and fill the Supreme Court vacancy. http://ofa.bo/fACu 
Obama,President Obama did his job now it's time for the Senate to fulfill its duties—say you agree: http://ofa.bo/jA9Z  #DoYourJob
Obama,On average it's taken 67 days to confirm Supreme Court nominees since 1975. #DoYourJobpic.twitter.com/ZqE3OngoFy
Obama,This week my administration took a step to help more workers get the overtime pay they’ve earned. —President Obamahttp://ofa.bo/a61v 
Obama,In the weekly address President Obama discusses expanding #overtime for millions of American workers: http://ofa.bo/a61v 
Obama,This summer you and a friend could meet President Obama. Here's how: http://ofa.bo/xU4 
Obama,Check out editorials from across the country calling on senators to fill the Supreme Court vacancy: http://ofa.bo/e5wp  #DoYourJob
Obama,Editorial boards across the country are telling Senate leaders: #DoYourJob.pic.twitter.com/WUkeoDslbp
Obama,Despite Judge Garland's qualifications some Senate leaders still refuse to give him a hearing—speak out: http://ofa.bo/c5x9 
Obama,The uninsured rate just hit 9.1 percent—the lowest ever recorded.http://ofa.bo/a61L 
Obama,Don't miss this: http://ofa.bo/iACn pic.twitter.com/0Ud7rIqPa0
Obama,Thanks to the new #overtime rule millions of hard-working Americans will have more economic security.pic.twitter.com/JHQRJEcsv9
Obama,Stand up for middle-class workers—add your name to support the Obama administration's new #overtime rule: http://ofa.bo/fABk 
Obama,Marriage equality? Affordable health care? Or economic progress? Tell him in person: http://ofa.bo/fABW pic.twitter.com/F83AdfUC8H
Obama,Add your name if you support the Obama administration's new #overtime rule that expands protections for millions: http://ofa.bo/a60O 
Obama,LIVE: @VP Biden is speaking about the economy at @jenisicecreams headquarters in Ohio. http://ofa.bo/iAC0 
Obama,This is a big day for millions of middle-class workers.pic.twitter.com/CCzAOOjxda
Obama,LIVE: Senate Judiciary Democrats are holding a forum on Judge Merrick Garland.http://ofa.bo/yUa 
Obama,Here's your chance: Tell President Obama what you're most thankful for—in person. http://ofa.bo/yUS pic.twitter.com/lxFIDqbclW
Obama,Judge Garland's former clerks have a lot to say about his record work-life balance and more—take a look:http://ofa.bo/d5wm 
Obama,Senate leaders are continuing to obstruct a fair hearing for Judge Garland—help put the pressure on: http://ofa.bo/b60r  #DoYourJob
Obama,It's time for Senate leaders to put politics aside and fill the Supreme Court vacancy. #DoYourJobpic.twitter.com/UAhLXYqgTN
Obama,April was the seventh consecutive month of record-high temperatures. We need to #ActOnClimate.http://ofa.bo/c5vH 
Obama,Think Senate leaders should do their jobs and give Judge Garland a fair hearing? Add your name: http://ofa.bo/c5vF  #DoYourJob
Obama,LIVE: President Obama is speaking with @BuzzFeed about his #SCOTUS nominee Judge Merrick Garland.http://ofa.bo/c5vE 
Obama,We need to lead this fight. #ActOnClimatepic.twitter.com/ArdxyYdCiN
Obama,Change happens because people like you fight to make it happen.pic.twitter.com/Y70kJkcrYH
Obama,Show your support for continued efforts to tackle climate change: http://ofa.bo/b60k  #ActOnClimate
Obama,Read more about the historic new standards in place to reduce methane pollution:http://ofa.bo/gA9F 
Obama,Senate leaders should listen to the American people. #DoYourJobpic.twitter.com/vArMxcZh5W
Obama,Say you support a fair #SCOTUS nomination process—speak up now: http://ofa.bo/xSJ#DoYourJob 
Obama,Find out what Judge Merrick Garland's former clerks have to say about his record as a public servant: http://ofa.bo/c5v4 
Obama,Editorial boards are speaking up on the #SCOTUS vacancy. Here's what they're saying: http://ofa.bo/b60Y  #DoYourJob
Obama,Add your name if you support big steps forward in the fight to tackle climate change: http://ofa.bo/z0TF  #ActOnClimate
Obama,The Obama administration just finalized standards to cut methane pollution and improve public health. #ActOnClimatepic.twitter.com/nR2x8UqDM8
Obama,We can't afford to have a key part of our democracy understaffed. We need nine justices. #DoYourJobpic.twitter.com/UYkYFLoNr7
Obama,The Senate should give President Obama's Supreme Court nominee a fair hearing and an up-or-down vote. #DoYourJobhttps://amp.twimg.com/v/7344acc3-b4f3-4b9e-ab46-2d869b2ec73c …
Obama,Add your voice to the push for a fair Supreme Court nomination process: http://ofa.bo/uRm  #DoYourJobpic.twitter.com/0IEpNmu3X0
